LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_0;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default payment next month
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;B;A;B;B;B;B;A;B;B;B;B;S
M;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;B;B;B;A;N
A;M;U;S;ADU;DT;DT;DT;AC;DT;DT;M;A;A;A;A;A;B;M;B;B;B;B;N
M;M;U;S;ADU;DT;DT;AC;DT;DT;DT;A;A;A;A;B;B;A;B;A;B;A;A;N
B;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;B;M;A;M;A;B;B;N
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;A;M;M;M;N
A;M;G;C;ADU;DT;DT;AC;AC;AC;AC;A;A;A;A;A;A;A;B;A;A;A;A;S
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;M;M;M;B;B;B;B;N
M;M;U;S;ADU;AC;AC;AC;DT;DT;AC;A;A;A;A;A;A;M;B;B;B;B;B;N
B;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;B;M;M;B;B;A;M;B;B;B;B;N
B;M;U;C;ADU;AC;AC;AL;AL;AC;AC;A;A;A;A;A;A;M;B;B;B;B;B;S
B;M;U;C;ADU;AL;AL;AC;AC;AC;AC;A;A;A;A;A;A;B;B;B;B;B;B;S
A;M;O;C;ADU;DT;DT;DT;DT;DT;DT;A;A;M;A;M;M;B;M;A;M;M;B;N
M;M;M;S;ADU;DT;DT;DT;DT;DT;AC;A;A;A;A;A;A;B;B;B;B;B;B;N
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;M;M;A;A;A;A;B;B;B;B;B;B;S
A;M;U;C;ADU;AC;AC;AC;AC;DT;DT;A;A;A;A;A;A;A;M;B;M;A;M;N
B;M;M;S;ADU;DT;DT;DT;DT;DT;DT;B;M;M;A;A;A;M;M;A;B;B;B;S
M;M;G;C;ADU;AC;AC;DT;DT;AC;DT;A;A;A;A;A;A;B;M;A;B;B;B;N
M;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;B;A;M;M;N
B;M;M;O;ADU;AC;AL;AC;AC;DT;DT;A;A;A;A;A;A;B;B;B;B;B;B;S
M;M;M;C;ADU;DT;DT;DT;DT;AC;AC;A;B;B;B;B;B;B;B;B;B;B;B;N
M;M;G;S;ADU;AC;AC;DT;DT;AC;AC;A;A;A;A;A;A;B;B;A;B;B;B;S
M;M;U;S;ADU;DT;DT;DT;AC;AC;AC;A;A;A;A;A;A;M;A;B;M;A;B;S
B;M;U;S;ADU;DT;DT;DT;AC;AL;AL;A;A;A;A;A;A;M;M;M;B;B;B;S
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;M;A;A;A;A;A;A;A;A;B;A;B;N
M;M;M;O;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;M;M;M;M;M;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;M;B;B;B;M;M;B;B;B;B;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;B;B;A;A;B;B;B;B;N
M;M;U;C;ADU;AC;AC;DT;DT;DT;DT;A;A;A;A;A;A;B;A;A;A;A;A;S
M;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;A;B;A;M;B;M;N
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;A;A;A;A;A;N
M;M;U;S;ADU;AC;AC;AC;AC;DT;DT;A;A;A;A;A;A;M;M;B;B;M;B;S
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;M;M;B;M;M;B;M;B;B;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;B;M;M;A;A;N
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;A;B;B;B;B;N
B;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;M;B;M;B;B;B;N
A;M;U;S;ADU;DT;DT;AC;DT;DT;DT;A;A;A;A;A;A;M;B;B;B;B;B;N
M;M;U;S;ADU;DT;DT;DT;AC;AC;DT;A;A;A;A;A;A;M;A;M;B;M;M;S
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;B;M;M;B;B;S
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;B;M;B;M;M;B;M;B;M;M;B;M;N
M;M;U;C;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;A;B;M;M;B;S
A;M;U;C;ADU;DT;DT;AC;AC;DT;DT;A;A;A;M;M;B;M;B;B;M;B;M;N
A;M;U;C;ADU;DT;DT;AC;DT;DT;DT;B;M;B;B;B;B;M;B;B;B;B;B;N
M;M;M;C;ADU;DT;DT;AC;DT;DT;DT;A;A;A;A;A;A;A;B;B;B;B;B;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;B;A;A;M;A;B;A;M;N
M;M;G;S;ADU;AC;AC;DT;DT;DT;DT;A;A;A;A;A;A;B;A;A;M;A;M;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;M;M;A;B;B;M;M;A;B;B;M;N
A;M;M;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;A;A;B;A;B;A;S
M;M;U;C;ADU;DT;DT;AC;DT;DT;DT;A;A;A;B;B;A;A;B;B;B;A;B;S
B;M;U;C;ADU;DT;DT;AL;AC;AC;AC;A;A;A;A;A;A;A;B;B;B;M;B;N
A;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;M;A;A;A;A;M;A;M;B;B;A;N
A;M;G;S;ADU;AC;AC;AC;DT;DT;DT;A;A;B;A;A;A;B;B;A;B;A;B;N
M;M;U;C;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;M;M;M;A;B;M;M;M;N
M;M;U;C;ADU;AC;AL;AC;AC;AC;AC;A;A;A;A;A;A;B;B;B;B;B;B;S
B;M;M;S;ADU;AL;AL;AC;AC;AC;DT;A;A;A;A;A;A;B;B;B;B;B;B;N
B;M;U;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;B;A;B;M;B;S
A;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;A;A;M;M;M;N
M;M;U;C;ADU;AC;DT;AC;DT;DT;DT;B;M;B;B;B;B;M;B;B;B;B;B;S
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;A;B;B;B;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;B;A;A;A;A;B;A;B;B;B;A;S
B;M;U;S;ADU;DT;DT;DT;DT;DT;DT;M;M;M;B;M;M;M;M;B;M;M;M;N
M;M;U;O;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;M;M;M;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;M;B;A;B;B;M;B;A;B;B;M;M;N
B;M;M;C;ADU;DT;DT;AC;AC;AC;AC;A;A;A;A;A;A;M;M;B;B;B;B;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;M;B;B;M;N
B;M;U;C;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;M;M;B;M;B;B;S
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;B;B;B;A;B;B;B;B;A;A;N
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;B;B;A;A;A;B;B;A;A;A;A;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;A;M;B;A;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;B;B;B;B;A;B;B;B;B;B;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;M;M;A;A;M;M;M;A;B;B;M;M;S
M;M;M;C;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;B;B;B;B;N
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;B;B;A;A;A;B;B;A;M;M;N
M;M;M;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;B;M;B;M;B;S
B;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;M;B;B;B;B;B;B;N
A;M;M;C;ADU;DT;DT;DT;DT;DT;DT;B;M;A;A;A;A;M;A;A;M;B;A;N
M;M;G;S;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;B;B;M;M;M;M;S
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;M;A;A;B;M;M;A;A;B;M;A;M;N
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;M;M;M;M;M;N
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;B;A;B;B;M;N
A;M;M;C;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;A;A;A;A;B;A;A;A;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;M;M;M;B;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;A;A;A;A;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;M;A;A;A;B;A;A;A;A;B;A;A;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;M;A;A;A;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;B;A;A;A;A;B;A;M;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;A;A;A;A;B;A;B;A;A;B;N
B;M;U;S;ADU;DT;DT;DT;AC;AC;DT;B;B;B;B;B;B;B;B;B;B;B;B;N
A;M;G;S;ADU;AC;DT;DT;DT;DT;DT;B;B;B;M;B;M;B;B;M;B;M;M;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;M;M;A;A;A;M;M;A;A;N
M;M;U;C;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;M;M;A;S
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;M;A;B;B;B;B;B;B;B;B;N
M;M;U;C;ADU;AC;AC;AC;DT;DT;AC;A;A;A;A;A;A;M;B;M;M;B;M;S
M;M;G;C;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;M;B;B;B;B;S
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;B;B;B;M;B;B;B;B;M;M;S
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;M;M;M;M;M;B;M;M;M;M;M;S
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;M;M;A;B;B;S
M;M;U;C;ADU;DT;DT;DT;AC;AC;DT;A;A;A;A;A;A;B;M;B;B;M;M;S
B;M;O;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;B;B;M;A;B;N
M;M;M;S;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;A;A;A;A;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;B;A;A;A;A;B;A;A;A;B;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;B;B;A;A;A;A;B;A;A;B;B;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;B;M;B;A;B;B;M;B;A;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;M;B;A;A;M;M;B;M;S
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;B;M;M;M;M;M;M;M;M;M;M;M;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;B;A;A;A;A;A;A;A;A;M;A;B;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;B;A;B;M;A;N
M;M;G;C;ADU;DT;DT;DT;DT;AC;DT;A;A;A;A;A;A;M;M;A;B;M;M;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;B;A;A;A;A;A;A;A;A;A;A;B;N
B;M;U;C;ADU;DT;DT;DT;AC;AC;AC;A;A;A;A;A;A;B;M;B;B;B;B;S
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;B;B;B;A;A;A;B;B;A;B;A;B;N
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;B;M;M;M;M;A;M;M;M;M;A;M;N
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;A;A;M;M;N
A;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;M;A;M;A;A;M;A;M;A;A;B;N
A;M;G;C;ADU;DT;DT;AC;AC;DT;AC;A;A;M;B;B;B;M;B;B;B;B;B;N
A;M;O;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;M;A;M;M;M;B;A;A;N
M;M;O;C;ADU;AC;DT;DT;DT;DT;DT;B;A;B;B;B;B;A;B;B;B;B;M;N
M;M;M;S;ADU;DT;DT;DT;DT;AC;DT;A;A;B;A;A;A;B;B;A;B;B;B;N
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;B;A;A;A;M;N
M;M;U;C;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;M;A;A;A;B;M;A;A;N
A;M;G;S;ADU;DT;DT;AC;DT;DT;DT;B;B;B;M;B;B;B;B;M;B;B;B;S
M;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;M;B;B;M;B;M;S
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;M;B;B;B;M;B;B;B;B;B;N
M;M;U;C;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;M;B;M;B;B;B;S
M;M;U;C;ADU;AC;DT;DT;DT;DT;AC;A;A;A;A;A;A;A;A;A;A;A;B;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;M;B;M;B;B;B;B;M;B;B;M;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;B;A;A;A;B;B;B;S
A;M;G;C;ADU;DT;DT;DT;DT;DT;AC;A;M;A;A;M;M;M;A;A;M;B;B;N
B;M;U;S;ADU;DT;DT;DT;DT;DT;DT;B;A;A;A;A;A;A;B;B;M;B;B;N
M;M;U;C;ADU;AC;AC;AC;AC;AC;DT;A;A;A;A;A;M;B;B;B;B;B;B;N
M;M;M;C;ADU;AC;AC;DT;DT;AC;DT;A;A;A;A;A;A;B;B;M;B;B;M;N
M;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;A;A;B;A;A;B;S
A;M;O;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;M;M;M;M;N
M;M;G;S;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;A;A;M;A;B;M;B;B;N
A;M;G;C;ADU;AC;DT;DT;DT;DT;DT;M;A;M;M;A;A;A;M;M;A;A;A;N
A;M;G;C;ADU;DT;DT;DT;DT;AC;DT;A;A;A;A;A;A;B;B;B;B;B;M;N
A;M;U;C;ADU;AC;AC;DT;DT;DT;DT;A;M;A;A;A;A;B;A;A;M;M;M;S
M;M;U;S;ADU;DT;DT;DT;AC;AC;DT;B;B;B;B;B;B;B;B;B;B;B;B;N
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;B;M;A;A;M;B;M;M;N
M;M;U;S;ADU;DT;AC;AC;AC;AC;AC;B;M;M;M;M;A;B;B;B;B;M;B;S
M;M;G;S;ADU;AC;DT;DT;DT;AC;AC;A;A;A;A;A;A;A;A;A;B;A;B;S
A;M;G;S;ADU;AC;AC;AC;AC;AC;DT;A;A;A;A;A;A;A;A;A;B;A;A;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;M;B;B;M;A;M;B;B;M;B;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;A;A;B;B;M;A;B;B;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;B;B;M;B;B;B;B;M;B;B;M;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;M;M;A;B;B;B;B;M;N
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;M;A;A;A;B;B;M;A;M;M;N
M;M;U;C;ADU;AC;AC;AC;AL;AL;AL;M;M;M;M;M;M;B;B;B;B;B;B;S
B;M;M;S;ADU;AC;AC;AC;AL;AL;AL;B;B;B;B;B;B;B;B;B;B;B;B;S
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;M;B;A;B;B;B;B;A;B;B;B;B;N
M;M;U;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;A;A;A;A;A;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;M;M;M;B;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;A;M;B;M;N
M;M;G;C;ADU;DT;DT;DT;DT;DT;AC;B;B;B;B;M;B;B;B;B;B;B;B;S
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;M;M;M;A;A;B;A;N
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;A;B;B;A;B;N
B;M;M;C;ADU;DT;AC;AC;DT;DT;DT;B;B;B;B;B;B;B;B;B;B;B;B;S
M;M;G;S;ADU;AC;DT;DT;DT;DT;DT;B;M;B;B;B;M;M;B;B;B;M;A;N
A;M;G;C;ADU;AC;DT;DT;AC;AC;AC;A;A;A;A;A;A;M;A;B;A;B;A;S
B;M;M;C;ADU;AC;AC;DT;DT;DT;DT;A;A;A;A;A;B;B;M;M;B;B;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;B;B;A;M;B;B;B;B;N
B;M;U;C;ADU;DT;DT;AC;AC;AC;AC;B;B;M;M;M;M;A;B;B;B;B;B;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;B;A;B;M;B;B;A;B;M;B;B;B;N
A;M;G;C;ADU;DT;DT;AC;AC;DT;DT;A;A;A;A;A;A;A;A;M;A;A;B;N
M;M;G;C;ADU;DT;DT;AC;DT;DT;DT;A;A;A;A;A;M;A;B;B;B;M;B;N
M;M;U;S;ADU;DT;DT;DT;DT;DT;DT;B;M;M;B;A;B;M;M;B;A;B;B;N
M;M;M;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;A;B;A;B;A;B;S
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;A;B;A;A;B;A;B;B;N
M;M;U;S;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;M;B;M;B;B;B;S
A;M;U;C;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;A;A;B;M;B;B;B;B;N
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;M;M;B;B;A;M;M;B;B;B;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;B;B;B;M;N
A;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;B;M;M;M;A;B;M;M;M;M;M;N
A;M;U;C;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;A;A;A;M;S
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;M;B;B;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;M;M;M;B;B;B;B;B;B;B;B;B;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;M;A;A;A;A;M;A;A;M;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;A;A;M;M;B;A;A;M;M;B;A;A;N
B;M;M;S;ADU;DT;DT;DT;DT;DT;DT;M;A;A;A;A;A;B;B;B;B;B;B;S
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;M;M;A;N
M;M;G;S;ADU;DT;AC;AC;AC;DT;DT;A;A;A;A;A;B;B;A;B;B;B;B;N
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;M;M;M;B;B;B;B;M;M;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;M;A;A;A;A;B;B;N
M;M;G;S;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;M;B;B;B;N
A;M;G;S;ADU;DT;AC;AC;DT;DT;DT;M;M;M;A;A;A;B;B;A;A;A;A;S
M;M;G;S;ADU;AC;AC;AC;AC;DT;DT;A;A;A;A;A;A;A;M;B;M;M;M;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;M;A;A;A;A;A;A;A;A;A;A;M;N
M;M;G;C;ADU;AL;AL;AC;AC;AC;DT;A;A;A;A;A;A;B;B;B;M;M;B;S
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;M;B;B;B;B;M;B;B;B;B;M;B;N
B;M;U;O;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;A;A;B;M;B;B;B;B;N
M;M;M;C;ADU;DT;DT;DT;AC;DT;DT;A;B;B;B;B;B;B;M;B;B;B;B;S
A;M;O;C;ADU;DT;DT;DT;DT;DT;DT;A;M;A;B;B;B;M;A;B;B;B;B;N
B;M;U;S;ADU;AC;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;B;B;M;B;B;S
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;B;B;M;N
B;M;U;S;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;M;B;B;B;A;B;S
M;M;G;S;ADU;DT;AC;DT;AC;DT;DT;A;A;A;A;A;M;B;A;B;A;M;M;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;B;M;M;M;M;M;M;M;M;M;M;M;N
M;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;A;A;B;A;A;N
A;M;M;C;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;B;A;B;A;B;B;B;S
A;M;G;S;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;A;A;A;A;B;A;S
M;M;G;C;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;A;B;A;A;A;M;S
A;M;U;S;ADU;AC;AC;AC;AC;AC;DT;A;A;A;A;A;A;A;A;A;B;A;A;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;B;B;B;B;B;B;M;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;A;A;A;B;B;A;M;M;B;B;B;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;B;M;B;B;B;B;M;B;B;B;B;B;N
M;M;U;S;ADU;AC;DT;DT;DT;DT;DT;A;A;A;B;B;B;A;M;B;B;B;B;S
M;M;U;S;ADU;AC;DT;DT;DT;DT;AC;A;A;A;A;A;A;M;M;M;A;B;M;S
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;M;B;B;M;N
B;M;O;C;ADU;DT;DT;DT;DT;DT;DT;A;A;B;B;B;B;B;B;B;B;B;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;A;M;M;A;S
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;B;A;A;B;A;A;A;A;B;A;A;A;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;B;A;A;A;B;B;A;B;B;B;N
M;M;M;S;ADU;AC;AC;AC;AC;AC;AC;M;M;M;M;M;M;B;B;B;B;B;B;S
M;M;G;S;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;A;M;A;M;M;M;S
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;M;M;B;M;M;M;M;B;M;M;M;B;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;A;A;A;A;N
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;B;A;A;B;M;B;A;A;B;M;M;N
M;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;B;B;B;M;M;B;B;B;B;N
M;M;U;C;ADU;AC;AC;AC;DT;DT;DT;A;A;A;A;A;A;B;B;B;B;M;B;S
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;A;B;B;B;B;N
A;M;U;C;ADU;DT;AC;DT;DT;DT;DT;A;M;A;A;M;A;B;A;A;B;A;M;N
M;M;U;S;ADU;AL;AC;AC;DT;DT;DT;A;A;A;A;A;A;B;B;M;M;A;B;N
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;M;B;M;A;M;B;B;M;A;M;B;B;N
M;M;G;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;B;M;M;B;B;B;N
M;M;M;S;ADU;DT;DT;DT;DT;AC;AC;A;A;A;A;A;A;B;M;M;B;B;B;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;B;M;A;N
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;B;M;A;A;B;B;M;M;M;B;N
A;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;A;A;M;M;M;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;M;M;M;B;M;B;N
M;M;M;C;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;A;A;M;A;A;M;M;N
A;M;U;C;ADU;AC;DT;DT;AC;AC;DT;B;B;B;B;B;B;B;B;B;B;B;B;S
M;M;U;C;ADU;DT;DT;DT;AC;DT;DT;A;B;M;M;B;M;B;M;B;B;M;M;S
M;M;U;S;ADU;AC;AC;AC;AC;DT;DT;A;A;A;A;A;A;B;M;B;A;B;A;N
M;M;M;S;ADU;DT;DT;DT;DT;DT;DT;A;B;M;B;B;B;B;M;B;B;B;B;N
M;M;U;C;ADU;AC;AC;AC;AC;AC;AC;A;A;A;A;A;A;M;M;B;M;M;B;S
A;M;U;C;ADU;DT;DT;DT;DT;DT;DT;B;B;M;B;A;B;B;M;B;A;B;B;N
M;M;G;S;ADU;DT;DT;AC;AC;AC;AC;A;A;A;A;A;A;A;B;M;B;B;B;S
M;M;U;S;ADU;AL;AC;AC;AC;AC;AC;A;A;A;A;A;A;B;A;A;B;B;M;S
B;M;U;C;ADU;DT;DT;DT;DT;DT;DT;A;A;M;A;M;B;A;M;A;M;B;B;N
A;M;G;S;ADU;DT;DT;AC;AC;DT;DT;A;A;A;A;A;A;A;A;B;A;B;B;S
M;M;M;S;ADU;DT;DT;AC;DT;DT;DT;B;M;B;B;B;B;M;B;B;B;B;B;N
M;M;G;C;ADU;DT;DT;DT;DT;DT;AC;A;A;A;A;A;A;M;A;A;A;B;M;N
A;M;G;C;ADU;DT;DT;DT;DT;DT;DT;B;B;B;M;B;B;B;B;M;B;B;M;N
A;M;G;S;ADU;DT;DT;DT;DT;DT;DT;B;B;M;B;B;A;B;M;B;B;A;B;N
A;M;U;S;ADU;DT;DT;DT;DT;DT;DT;A;A;A;A;A;B;A;B;B;B;B;M;N
M;M;G;C;ADU;DT;DT;DT;AC;DT;DT;A;A;A;A;A;A;M;A;M;M;M;M;N
